Variable,Parents,ParentConfig,Low,Mid,High
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Mid|Wind=Low|Lat=High|GlobalDensity=Mid,0,29017857142857145,0,26339285714285715,0,44642857142857145
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Low|Wind=Low|Lat=High|GlobalDensity=Mid,0,0,1870748299319728,0,8129251700680272
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Low|Wind=High|Lat=Mid|GlobalDensity=High,0,0,1
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Low|Wind=High|Lat=High|GlobalDensity=Low,0,32745098039215687,0,6352941176470588,0,03725490196078431
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=High|Wind=Mid|Lat=High|GlobalDensity=High,0,7678571428571429,0,23214285714285715,0
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Low|Wind=High|Lat=Mid|GlobalDensity=Mid,0,0,1
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Mid|Wind=Mid|Lat=High|GlobalDensity=High,0,8518518518518519,0,14814814814814814,0
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=High|Wind=High|Lat=High|GlobalDensity=High,0,375,0,625,0
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=High|Wind=High|Lat=Low|GlobalDensity=Low,0,8787878787878788,0,1111111111111111,0,010101010101010102
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=High|Wind=Mid|Lat=High|GlobalDensity=Mid,0,9894736842105263,0,010526315789473684,0
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=High|Wind=High|Lat=Mid|GlobalDensity=Mid,0,8405797101449275,0,15942028985507245,0
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=High|Wind=High|Lat=High|GlobalDensity=Low,0,6496062992125984,0,35039370078740156,0
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=High|Wind=High|Lat=High|GlobalDensity=Mid,0,8857142857142857,0,11428571428571428,0
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Mid|Wind=High|Lat=Low|GlobalDensity=Mid,0,6655574043261231,0,27287853577371046,0,06156405990016639
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=High|Wind=High|Lat=Low|GlobalDensity=Mid,0,9252336448598131,0,07476635514018691,0
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Mid|Wind=Mid|Lat=Mid|GlobalDensity=Mid,0,46511627906976744,0,5348837209302325,0
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=High|Wind=Mid|Lat=Low|GlobalDensity=Mid,0,5,0,5,0
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=High|Wind=High|Lat=Low|GlobalDensity=High,0,9869281045751634,0,013071895424836602,0
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=High|Wind=High|Lat=Mid|GlobalDensity=Low,0,673469387755102,0,32653061224489793,0
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=High|Wind=Mid|Lat=Low|GlobalDensity=Low,0,9063829787234042,0,06382978723404255,0,029787234042553193
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Mid|Wind=High|Lat=Mid|GlobalDensity=Mid,0,28125,0,71875,0
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=High|Wind=Mid|Lat=High|GlobalDensity=Low,0,5454545454545454,0,45454545454545453,0
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=High|Wind=Mid|Lat=Mid|GlobalDensity=Low,0,5333333333333333,0,4666666666666667,0
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=High|Wind=Low|Lat=Low|GlobalDensity=Low,0,28,0,48,0,24
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Mid|Wind=High|Lat=Low|GlobalDensity=High,0,1,0,45,0,45
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Low|Wind=Low|Lat=High|GlobalDensity=High,0,0,1
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Low|Wind=Mid|Lat=High|GlobalDensity=Mid,0,0,8148148148148148,0,18518518518518517
